Names,anime_url,anime_img,episodes,votes_x,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,MAL_ID,Score,Genre,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,mediaType,eps,duration,ongoing,startYr,finishYr,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes_y
Gakuen Heaven,https://www.crunchyroll.com/gakuen-heaven,https://img1.ak.crunchyroll.com/i/spire3/99cbdb6862df3d98351d43cb6afdf7201470133128_full.jpg,0,7,34,4.86,0,0,0,1,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,850,6.55,"Harem, Comedy, Drama, Romance, School, Shounen Ai",Gakuen Heaven,学園ヘヴン,TV,13,"Apr 1, 2006 to Jun 24, 2006",Spring 2006,"Geneon Universal Entertainment, Visual Art's",Media Blasters,Tokyo Kids,Visual novel,26 min. per ep.,PG-13 - Teens 13 or older,5618.0,2127,55034,203,2363,35192,2072,3557,11850,1444.0,2157.0,4010.0,6527.0,5769.0,3874.0,1841.0,774.0,450.0,269.0,TV,13.0,,False,2006.0,2006.0,Spring,"As Ito Keita looks at the envelope in his hand, he is both excited and worried. Inside is the renowned ""Platinum Letter"", an invitation to the most esteemed boys-only high school in the country: Bell Liberty. Only the very best students are considered for this special academy, and each must display an outstanding skill or talent to be admitted. So with average grades and no special skills to speak of, why is Keita now finding himself on the bus to Bell Liberty? Will he be able to find his place among the elite, or find out why the school chairman himself issued the invitation?",['Tokyo Kids'],"['BL', 'Comedy', 'Harem', 'Romance', 'Shounen-ai', 'All-Boys School', 'Childhood Promise', 'School Life', 'Transfer Students', 'Based on a Visual Novel']",[],7649.0,643,3302,698,3.236,5367.0
Marmalade Boy,https://www.crunchyroll.com/marmalade-boy,https://img1.ak.crunchyroll.com/i/spire2/b062a3850315a43ae2eb1389541acb761581484715_full.jpg,76,7,34,4.86,0,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,7.49,"Comedy, Drama, Romance, Shoujo",Marmalade Boy,ママレード・ボーイ,TV,76,"Mar 13, 1994 to Sep 3, 1995",Spring 1994,Asahi Broadcasting,"Discotek Media, Tokyopop",Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1621.0,2474,42135,578,2957,20651,2972,3067,12488,2237.0,2484.0,3997.0,4496.0,2396.0,1227.0,463.0,192.0,97.0,96.0,TV,76.0,,False,1994.0,1995.0,,"Miki is a normal high school student, living a normal life, but one day she is welcomed home with an announcement: her parents have decided to get divorced and switch partners with close friends of the family. The reason? Love. But to add to Miki's disbelief, she may get a new ""brother,"" and he may just happen to be in love with her...",['Toei Animation'],"['Comedy', 'Drama', 'Romance', 'Shoujo', 'Divorce', 'Love Triangle', 'Remarriage', 'Siblings', 'Based on a Manga']",[],4952.0,622,2732,719,3.683,3837.0
Tsukimonogatari,https://www.crunchyroll.com/tsukimonogatari,https://img1.ak.crunchyroll.com/i/spire3/d30c35a7e579848a8e92e338218f57c81429224923_full.jpg,1,7,34,4.86,0,0,0,1,6,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28025,8.14,"Mystery, Comedy, Supernatural, Ecchi",Tsukimonogatari,憑物語,TV,4,"Dec 31, 2014",Fall 2014,Aniplex,Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),377.0,440,315680,879,7281,229529,2871,1167,74832,24877.0,42219.0,65008.0,32524.0,8785.0,2817.0,980.0,368.0,164.0,392.0,,4.0,,False,2014.0,2014.0,,"One day in February, Koyomi Araragi was taking a bath with his younger sister Tsukihi amidst finishing his studies for the college entrance exam. This was also following the incident involving Nadeko Sengoku, which was successfully amended behind the scenes by Deishu Kaiki. Koyomi noticed a change on his body “that could not be overlooked” and sought advice from Shinobu Oshino leading him to contact Yoduru Kagenui and Yotsugi Ononoki. Was this change signifying retribution for everything that Koyomi has done?!",['Shaft'],"['Supernatural', 'Vampires', 'Based on a Light Novel']",[],8019.0,209,3815,42,4.343,5966.0
Brave Beats,https://www.crunchyroll.com/brave-beats,https://img1.ak.crunchyroll.com/i/spire2/464752389742141621c5d8e4f84323cc1444425970_full.jpg,22,7,31,4.43,0,1,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31573,6.44,"Adventure, Music",Brave Beats,ブレイブビーツ,TV,22,"Oct 11, 2015 to Mar 27, 2016",Fall 2015,Unknown,Unknown,Bandai Namco Pictures,Original,23 min. per ep.,G - All Ages,6209.0,7162,3906,22,361,1512,267,724,1042,118.0,92.0,170.0,301.0,290.0,236.0,133.0,53.0,51.0,37.0,TV,22.0,,False,2015.0,2016.0,Fall,"Hibiki Kazaguruma is a sixth grader who meets an amusing little robot named Bureikin while coming home from school one day. Bureikin, a dancer from an alternate-dimension dance world, challenged the dance king for the throne and lost. He has been deprived of Dance Stones (the stones of dance power) and sent to the human world. To restore his power, Bureikin must collect all the Dance Stones scattered around Earth. Meanwhile, the Dance Stones cause chaos on the human world. To retrieve the Dance Stones, Bureikin fuses with Hibiki and transforms into a Dance Hero.",['BN Pictures'],"['Sci Fi', 'Age Transformation', 'Body Sharing', 'Dancing', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Original Work']",[],195.0,61,197,97,2.634,197.0
Thermae Romae,https://www.crunchyroll.com/thermae-romae,https://img1.ak.crunchyroll.com/i/spire3/64f47893fb1fb8cfac30cfad33b2dade1560405160_full.jpg,0,7,30,4.29,0,1,0,2,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12321,7.02,"Comedy, Historical, Seinen",Thermae Romae,テルマエ・ロマエ,TV,3,"Jan 13, 2012 to Jan 27, 2012",Winter 2012,"Dentsu, Fuji TV, Toho, Sony Music Entertainment",Discotek Media,"Gonzo, DLE",Manga,24 min. per ep.,PG-13 - Teens 13 or older,3585.0,3603,20600,30,673,12747,364,659,6157,498.0,966.0,2329.0,3355.0,1751.0,823.0,302.0,104.0,68.0,69.0,TV Special,3.0,24.0,False,2012.0,2012.0,,"In ancient Rome, renowned architect Lucius is down on his luck. He has been fired because his style of buildings is unfashionable, and all the bathhouses in the city are noisy, boisterous places that no longer prioritize relaxation. To get some peace and quiet, he sinks below the surface of the water, the only place where his fellow bathers' chatter can't reach him, but a powerful drain pulls him into the depths! Upon emerging, he finds himself in a vastly different bathhouse, and though the architect believes it's just the slaves' quarter, he's actually been pulled through time to modern-day Japan! Now, armed with knowledge of these strange new baths, Lucius is determined to restore his reputation and revolutionize the Roman bathing culture!",['DLE'],"['Comedy', 'Seinen', 'Gag', 'Historical', 'Italy', 'noitaminA', 'Time Travel', 'Based on a Manga']",[],1475.0,74,715,138,3.407,1264.0
Pastel Memories,https://www.crunchyroll.com/pastel-memories,https://img1.ak.crunchyroll.com/i/spire1/28d0474e5cb2b17fbd4f9764b65e19b61549060465_full.jpg,11,7,19,2.71,2,2,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37374,5.12,"Action, Sci-Fi, Adventure",Unknown,ぱすてるメモリーズ,TV,12,"Jan 8, 2019 to Mar 26, 2019",Winter 2019,"MAGES., FuRyu",Sentai Filmworks,Project No.9,Game,24 min. per ep.,PG-13 - Teens 13 or older,10475.0,4008,16416,15,1420,3637,612,3741,7006,112.0,60.0,187.0,443.0,760.0,945.0,802.0,531.0,359.0,288.0,TV,12.0,,False,2019.0,2019.0,Winter,"Akihabara is known as a shining beacon for otaku culture everywhere. But in a not-too-distant future, that culture is on the decline due to a mysterious affliction causing widespread memory loss.  As a result, Akihabara has lost its luster. However, in one of the few remaining otaku shops, Izumi and a handful of comrades hatch a plan to restore lost memories and return “Akiba” to its former glory.",['Project No. 9'],"['Action', 'Sci Fi', 'Otaku Culture', 'Based on a Mobile Game']",[],206.0,112,595,204,1.64,278.0
Million Doll,https://www.crunchyroll.com/million-doll,https://img1.ak.crunchyroll.com/i/spire1/801bfebed57afb72d0bd21d26f62d5c11436314465_full.jpg,12,7,17,2.43,1,3,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29941,4.81,Music,Million Doll,ミリオンドール,TV,11,"Jul 7, 2015 to Sep 22, 2015",Summer 2015,Unknown,Unknown,Asahi Production,Web manga,4 min. per ep.,PG-13 - Teens 13 or older,10758.0,4840,10350,5,632,4774,365,1816,2763,55.0,43.0,129.0,436.0,794.0,1036.0,770.0,474.0,363.0,247.0,TV,11.0,4.0,False,2015.0,2015.0,Summer,"Suuko who has a special ability. She can make any idol popular just by writing about them on her blog! One day, while being forced to go to the supermarket by her sister, she happens to see a live performance from the Fukuoka based idol group “Iotrio”. Suuko decides that she will do everything in her power to push them into stardom. Unfortunately, she has to compete with the charismatic otaku blogger Ryuu-san who supports the underground idol Mariko!",['Asahi Production'],"['Idols', 'Music', 'Short Episodes', 'Based on a Manga']",[],511.0,84,463,205,1.639,494.0
Nazotokine,https://www.crunchyroll.com/nazotokine,https://img1.ak.crunchyroll.com/i/spire3/a13856557a3fa685fd12f85dab3c783b1475669513_full.jpg,12,7,11,1.57,4,2,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33690,4.86,Game,Nazotokine,ナゾトキネ,TV,12,"Oct 5, 2016 to Dec 21, 2016",Fall 2016,Pony Canyon Enterprise,Unknown,Tengu Kobo,Original,7 min. per ep.,PG-13 - Teens 13 or older,10707.0,4580,11819,3,897,4125,389,2372,4036,69.0,45.0,123.0,374.0,686.0,943.0,734.0,466.0,305.0,268.0,TV,12.0,8.0,False,2016.0,2016.0,Fall,"Just solve the puzzles! Tokine Ami is the secretary of the CEO of the advertising agency TEN2. Today’s client is a representative from a famous anime company! Tokine was cleaning the meeting room in high spirits to get ready when... Suddenly the area got enveloped in light,and she couldn’t get out of the meeting room! On top of that something like a monster showed up and said it would only let her go if she solved some puzzles! Not really understanding what was going on, she decided to solve the puzzles first and think about it later!",['Tengu Kobou'],"['Fantasy', 'Mystery', 'Short Episodes', 'Original Work']",[],349.0,74,402,231,1.522,367.0
True Tears,https://www.crunchyroll.com/true-tears,https://img1.ak.crunchyroll.com/i/spire2/f3396572ad217714911c0b9d0ebc763a1499980478_full.jpg,0,6,28,4.67,0,0,0,2,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2129,7.36,"Drama, Romance, School",True Tears,true tears,TV,13,"Jan 6, 2008 to Mar 30, 2008",Winter 2008,"Bandai Visual, Lantis","Bandai Entertainment, Discotek Media, Bandai Visual USA",P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,2086.0,813,184013,927,6117,109972,3948,4074,59902,6671.0,13178.0,23924.0,23751.0,11937.0,5487.0,2418.0,945.0,506.0,483.0,TV,13.0,,False,2008.0,2008.0,Winter,"Shinichiro Nakagami is an everyday high school student, with the exception of having his beautiful and athletic childhood friend Hiromi Yuasa living in his household after the death of her parents. Unfortunately, their relationship is cold at best - Shinichiro can tell that she is suffering, but she acts coldly and distant from her foster family and so he is unable to help ease her sadness. His family is also forcing him to practice a traditional Japanese dance that does not interest him, adding to his frustration. On top of that, he is cursed to misfortune by another girl in school, the eccentric Noe Isurugi. Shinichiro juggles all of these problems on a day-to-day basis as he learns about love and the sadness of those around him.",['P.A. Works'],"['Drama', 'Romance', 'Countryside', 'Love Triangle', 'School Life', 'Based on a Visual Novel']",[],14654.0,714,8271,597,3.932,11092.0
Usakame,https://www.crunchyroll.com/usakame,https://img1.ak.crunchyroll.com/i/spire4/429e4c9bb85bdba663ec945ee2bec6631460330376_full.jpg,12,6,23,3.83,0,2,0,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32454,5.8,"Slice of Life, Comedy, Sports, Shounen",Usakame,うさかめ,TV,12,"Apr 12, 2016 to Jun 28, 2016",Spring 2016,"DAX Production, Earth Star Entertainment",Unknown,Millepensee,Manga,3 min. per ep.,PG-13 - Teens 13 or older,8851.0,4845,10285,6,557,6104,235,743,2646,140.0,117.0,357.0,926.0,1277.0,1090.0,553.0,237.0,139.0,81.0,,12.0,4.0,False,2016.0,2016.0,Spring,"Each of the four girls of Usakame High School tennis club: Kinako Tanaka, Ayako Suzuki, Kurumi Sato, and Nishi Nishiaraidaishi, has their own dreams and goals to pursue. Their daily lives at the tennis club are always exciting and never boring.",['Millepensee'],"['Comedy', 'Shounen', 'Sports', 'Gag', 'School Club', 'School Life', 'Short Episodes', 'Tennis', 'Based on a Manga']",[],499.0,66,336,78,2.138,418.0
Lost Universe,https://www.crunchyroll.com/lost-universe,https://img1.ak.crunchyroll.com/i/spire4/13c1670e6c4be51ee3e5485c8611c8471462930350_full.jpg,0,6,22,3.67,0,1,0,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1184,7.03,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",Unknown,ロスト・ユニバース,TV,26,"Apr 3, 1998 to Sep 25, 1998",Spring 1998,"SoftX, Studio Tulip","ADV Films, Nozomi Entertainment",E&G Films,Light novel,22 min. per ep.,PG-13 - Teens 13 or older,3534.0,4300,13834,48,624,7258,816,784,4352,339.0,530.0,1160.0,1850.0,1057.0,589.0,196.0,74.0,32.0,18.0,TV,26.0,,False,1998.0,1998.0,Spring,"When Kane Blueriver, Milly, and Canal seek out wealth aboard the star ship Sword Breaker, many mishaps will ensue, as these trouble contracters take on bounty cases across the universe. That is, until Kane discovers the secret behind his grandmother's ship and the ever expanding threat of Nightmare, an evil crime syndicate that wants to rule the universe.",['E.G. Films'],"['Action', 'Adventure', 'Comedy', 'Sci Fi', 'Outer Space', 'Based on a Light Novel']",[],2177.0,178,1164,195,3.418,1500.0
Dallos,https://www.crunchyroll.com/dallos,https://img1.ak.crunchyroll.com/i/spire2/b59dea4bbbaca46fd4ea2a475f4218eb1430953840_full.jpg,0,6,20,3.33,1,1,0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060,5.97,"Action, Sci-Fi, Mecha",Dallos,ダロス,OVA,4,"Dec 21, 1983 to Jul 5, 1984",Unknown,Unknown,Discotek Media,Studio Pierrot,Original,30 min. per ep.,PG-13 - Teens 13 or older,8325.0,5994,6046,4,216,2515,140,186,2989,39.0,53.0,206.0,450.0,565.0,458.0,190.0,79.0,33.0,18.0,OVA,4.0,,False,1983.0,1984.0,,"Decades ago, the moon was colonized and turned into a mining colony whose profits benefited Earth and its people. A generation has passed and the workers are now treated as slaves -- forced to work in the mines under the rule of earth-born men, with many of the young people having never been to the land of their heritage. The time has come, however, for a rebellion to take place: to command Earth to hear their pleas; and afterwards, the moon and Dallos, the moon's god-like structure who silently sleeps and protects its inhabitants, will never be the same...",['Studio Pierrot'],"['Action', 'Sci Fi', 'Dystopia', 'Original Work']",[],428.0,22,450,27,2.499,317.0
Accel World,https://www.crunchyroll.com/accel-world,https://img1.ak.crunchyroll.com/i/spire4/ae4c67ecb34c76379beb0a072ef4205d1575414444_full.jpg,0,5,25,5.0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11759,7.32,"Action, Game, Sci-Fi, Romance, School",Accel World,アクセル・ワールド,TV,24,"Apr 7, 2012 to Sep 22, 2012",Spring 2012,"Genco, Rakuonsha, Warner Bros. Japan, flying DOG, ASCII Media Works",VIZ Media,Sunrise,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2228.0,178,598685,4155,27225,405638,20525,38761,106536,25723.0,47050.0,85029.0,86155.0,43165.0,22574.0,11425.0,5204.0,2878.0,2391.0,TV,24.0,,False,2012.0,2012.0,Spring,"In a world where everyone connects to an online network, pudgy Haruyuki Arita can't seem to catch a break. Constantly bullied, afraid to face reality and paranoid his two childhood friends pity him, the teenager uses online games as a way to escape his problems. But things change one day when Haruyuki's beautiful upperclassman Kuroyukihime approaches him with a mysterious time-decelerating program known as Brain Burst - there‘s just one catch. To keep the ability, he must defeat other Brain Burst wielders in Accel World, an exclusive, virtual MMORPG, and the newbie player will need all the help he can get. Eager to prove he's not a pathetic weakling, Haruyuki joins forces with Kuroyukihime to challenge fierce competitors and discover just how incredible Accel World and he truly are.",['Sunrise'],"['Action', 'Sci Fi', 'PVP', 'Virtual Reality', 'Based on a Light Novel']",['Bullying'],31847.0,3110,9098,3034,3.933,26204.0
Inukami!,https://www.crunchyroll.com/inukami,https://img1.ak.crunchyroll.com/i/spire3/687eb2f221636d2ee47a0817d32959981557436470_full.jpg,0,5,24,4.8,0,0,0,1,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,940,7.27,"Comedy, Ecchi, Romance, Shounen, Supernatural",Unknown,いぬかみっ!,TV,26,"Apr 6, 2006 to Sep 28, 2006",Spring 2006,"Starchild Records, Yomiuri Advertising, ASCII Media Works",Discotek Media,Seven Arcs,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2502.0,1948,62619,229,2893,34041,2644,3456,19585,1821.0,3346.0,6771.0,7502.0,4028.0,2052.0,893.0,340.0,222.0,170.0,TV,26.0,,False,2006.0,2006.0,Spring,"The Kawahira family specializes in dealing with troublesome spirits with the help of inukami, strong dog spirits that take human form. Members of the family are expected to make pacts with strong inukami in order to fulfill their duties, but their family has a black sheep: the perverted Keita, who charges people for his help. His inukami, Youko, is dedicated to make Keita completely hers. Her favorite form of punishment for him when he strays is teleporting him into the city completely naked. He's been arrested for indecent exposure so many times that he's a jailhouse regular, and is considered an outcast by his family and normal society; yet an inukami of the highest caliber chose to be his partner?! Is there really more to him than perverseness?",['Seven Arcs'],"['Comedy', 'Ecchi', 'Japanese Mythology', 'Based on a Light Novel']",[],9525.0,647,4394,1003,3.642,6837.0
Frame Arms Girl,https://www.crunchyroll.com/frame-arms-girl,https://img1.ak.crunchyroll.com/i/spire2/1a9c1ea4f9b84085b9f093cd9152e0681541054909_full.jpg,12,5,23,4.6,0,0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34427,6.42,"Action, Sci-Fi, Slice of Life, Mecha",Unknown,フレームアームズ・ガール,TV,12,"Apr 4, 2017 to Jun 20, 2017",Spring 2017,"Frontier Works, Pony Canyon, Nippon Columbia, Bandai Namco Games, Kotobukiya",Sentai Filmworks,"Zexcs, Studio A-CAT",Other,23 min. per ep.,PG-13 - Teens 13 or older,6302.0,3053,28488,50,2792,10507,1247,3888,10054,403.0,458.0,1205.0,2302.0,2190.0,1439.0,753.0,361.0,213.0,186.0,TV,12.0,,False,2017.0,2017.0,Spring,"Ao Gennai, an ordinary high school girl, opens a package that was mistakenly delivered to her house. To her surprise, what lies within is a a small robot named Gourai, a Frame Arms Girl with an evolving personality. Ao discovers that Gourai is actually a newly developed prototype, and that she is the first person to activate her. Follow Ao’s antics as she learns the ups and downs of being Gourai’s owner ... which will include putting her into competitive fights!","['Zexcs', 'Studio A-Cat']","['Action', 'Sci Fi', 'Androids', 'Non-Human Protagonists', 'Panty Shots', 'Proxy Battles', 'Robots']",[],687.0,176,789,292,2.431,671.0
Hagane Orchestra,https://www.crunchyroll.com/hagane-orchestra,https://img1.ak.crunchyroll.com/i/spire3/fe2da3706ef3fa2147014cd838c43bd51479609880_full.jpg,12,5,22,4.4,0,0,0,3,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34013,5.58,"Game, Adventure, Comedy, Parody",Hagane Orchestra,はがねオーケストラ,TV,12,"Oct 10, 2016 to Dec 26, 2016",Fall 2016,Unknown,Unknown,Fanworks,Game,4 min. per ep.,PG-13 - Teens 13 or older,9477.0,6858,4340,1,281,1663,120,347,1929,38.0,28.0,85.0,211.0,331.0,332.0,178.0,89.0,51.0,46.0,TV,12.0,4.0,False,2016.0,2016.0,Fall,"The people of this world live happily, despite its inhospitable landscapes. Kureha and the other members of the Defense Squad living in the Irodori Settlement spend their days here in meetings to figure out how to get more people to play ""Hagane Orchestra,"" the smartphone game they appear in. They'll do anything to promote their game! The inside story about the game? Its inner workings? Anything goes... be it friendship, determination, betrayal, or despair. A young man tells his story, along with the girls, his friends, and the Haganes. All work together as one, just like an orchestra...",['Fanworks'],"['Comedy', 'Fantasy', 'Short Episodes', 'Based on a Mobile Game']",[],185.0,32,245,33,1.891,157.0
